feature	experiment 1	experiment 2	experiment 3	experiment 4	experiment 5	experiment 6	experiment 7	experiment 8	experiment 9	experiment 10	experiment 11	experiment 12	experiment 13	experiment 14	experiment 15	experiment 16	experiment 17	experiment 18	experiment 19	experiment 20	experiment 21	experiment 22	experiment 23	experiment 24	experiment 25	experiment 26	experiment 27	experiment 28	experiment 29	experiment 30	experiment 31	experiment 32	experiment 33	experiment 34	experiment 35	experiment 36	experiment 37	experiment 38	experiment 39	experiment 40	experiment 41	experiment 42	experiment 43	experiment 44	experiment 45	experiment 46	experiment 47	experiment 48	experiment 49
TRIM6	1.975	1.230	1.712	1.943	1.004	1.817	1.478	2.200	1.580	2.137	2.235	2.090	2.178	1.930	-0.026	2.344	2.852	2.138	-1.563	1.661	2.296	2.130	1.433	1.069	2.732	1.590	1.600	0.892	1.187	1.924	2.036	1.703	1.310	0.931	2.737	1.757	-0.344	-3.048	-1.680	1.618	-1.543	0.137	2.096	1.120	-1.327	-2.255	2.517	-1.532	1.495
ATE1	-0.481	-0.318	-0.306	-0.609	0.260	-1.431	-0.593	-0.628	-0.287	-0.464	-1.201	-0.273	-0.874	-0.705	-0.199	-0.174	-0.986	-0.218	-0.560	-0.260	-1.193	-0.551	-0.668	-0.533	-0.670	-0.279	-0.230	-0.264	-0.285	-0.511	-0.427	-0.568	-1.177	-0.736	-0.426	-1.200	-0.348	-0.401	-0.785	-0.252	-1.315	-0.308	-0.004	0.172	-2.005	0.407	-0.445	-0.804	-0.310
PRB1	0.111	-0.822	-0.298	0.315	0.074	-0.304	0.523	-0.187	0.718	-0.252	-0.381	-0.556	-0.180	0.054	3.057	-0.385	0.652	-0.278	0.330	-0.010	0.346	-2.085	0.079	-0.143	0.329	0.888	-0.903	-0.751	0.536	0.467	0.223	0.214	-1.341	0.039	-1.432	-3.205	0.944	1.898	0.231	-0.171	1.736	0.086	0.243	0.469	1.614	0.712	-1.057	0.239	0.113
SGPP2	3.527	3.686	2.727	2.669	3.470	3.312	4.873	4.646	3.526	3.345	1.704	3.443	2.708	3.024	4.149	3.266	3.632	4.101	3.711	2.518	3.717	3.497	2.946	4.614	4.204	3.488	3.720	3.820	2.970	3.736	2.939	3.648	4.227	3.887	4.220	3.145	4.430	3.871	5.061	3.822	-0.987	4.160	3.003	3.916	5.610	4.483	2.643	0.482	0.866
CHORDC1	-1.405	-1.001	-1.455	-1.609	-0.991	-1.394	-1.433	-2.087	-1.204	-1.402	-1.940	-1.507	-1.508	-1.241	-0.675	-1.411	-1.244	-1.221	-1.226	-1.373	-1.559	-1.385	-1.599	-1.357	-1.335	-1.073	-1.129	-1.649	-0.875	-1.205	-1.430	-1.825	-1.479	-1.160	-1.232	-0.568	-2.789	-0.564	-0.932	-1.714	-3.082	-2.887	-1.479	-1.380	-1.627	-1.186	-1.276	-0.643	-0.938
ATPAF2	0.215	-0.274	-0.021	0.444	1.246	-0.477	-0.203	1.018	0.282	0.047	0.289	0.300	-0.113	-0.034	0.720	-0.635	-0.069	0.181	0.430	0.215	-0.025	-0.524	-0.591	-0.218	-0.113	-0.132	0.340	0.800	-0.346	-0.606	0.247	0.120	-0.097	-0.193	-0.304	0.502	1.212	0.127	0.951	0.582	0.159	2.111	0.432	0.359	1.222	-0.536	0.052	-0.140	-0.021
SERPINA12	0.418	0.009	-0.397	0.508	-0.126	0.370	0.229	0.527	0.310	0.300	0.228	0.228	0.328	0.111	0.684	0.294	0.145	0.081	0.177	0.070	0.226	-0.224	-0.231	0.045	-0.155	-0.176	-0.217	0.211	0.090	0.164	0.159	0.282	0.146	0.748	-0.029	0.511	1.355	0.791	0.310	0.406	-1.456	1.484	0.211	-0.587	0.868	1.081	-0.126	-0.056	-1.153
MAF	1.182	1.053	2.569	1.258	2.604	1.530	1.036	0.788	2.589	2.547	2.172	1.895	2.094	2.150	-2.936	2.245	2.872	1.978	-0.841	2.381	2.112	1.460	2.812	2.233	2.041	1.943	1.623	0.042	1.992	1.938	1.715	2.771	0.995	1.379	1.948	-0.516	-2.660	0.296	-1.625	1.770	-1.352	-1.888	0.475	2.389	-0.564	0.014	2.321	-0.822	0.956
UBXD6	1.186	0.573	1.047	0.844	0.701	1.520	0.398	-0.449	0.115	0.467	0.492	0.343	-0.506	0.548	0.204	-0.048	0.723	0.372	-0.148	0.542	-0.268	0.321	0.222	0.358	0.595	0.272	0.817	-0.537	-0.249	-0.315	-0.037	0.214	0.078	-0.411	0.532	-1.589	1.105	-1.164	0.443	-0.148	0.492	0.238	0.159	0.733	0.993	0.034	0.757	-0.076	0.210
PIM3	1.343	2.278	0.147	0.745	0.638	0.667	0.857	0.949	1.232	0.981	-0.017	0.683	1.115	0.554	1.850	1.126	0.966	1.863	3.150	0.800	1.371	-0.284	0.579	1.138	0.968	0.431	0.955	-0.358	1.488	0.986	1.406	0.769	1.503	0.070	0.996	0.544	0.248	2.727	2.660	0.003	1.140	0.327	1.018	0.172	1.796	1.533	0.401	1.387	0.752
ST3GAL1	-0.381	0.178	0.967	-0.770	-0.071	0.615	0.471	-0.329	-0.309	0.304	0.334	-0.269	0.279	0.483	1.894	-0.378	0.386	0.696	2.264	-0.024	0.171	-0.033	0.323	0.255	0.044	0.304	0.354	-0.897	0.307	0.508	-0.171	0.230	0.742	-0.520	0.207	0.107	0.199	1.414	1.733	-0.382	0.836	-1.597	-1.008	-1.495	2.048	0.419	0.345	1.796	0.042
DKFZp686D0972	-0.067	0.404	0.589	0.292	0.489	0.681	0.447	-0.164	-0.213	0.126	0.502	0.126	0.331	0.086	0.205	-0.619	0.024	0.156	0.315	0.025	0.469	0.831	0.461	0.168	-0.462	-0.131	0.905	-0.414	0.157	0.694	0.432	0.480	0.327	-0.234	-0.297	-0.032	-0.651	0.177	0.615	1.027	-0.230	0.172	-0.413	-0.407	0.148	-0.000	0.824	0.447	0.567
HIC2	-2.351	-2.354	-3.431	-3.045	-3.035	-2.909	-2.829	-3.453	-1.915	-2.149	-2.980	-2.991	-2.388	-2.715	-2.277	-2.336	-2.617	-2.947	-2.032	-2.747	-3.259	-2.947	-2.345	-2.473	-2.607	-2.636	-2.830	-3.000	-2.502	-2.627	-2.602	-3.131	-2.421	-3.134	-2.473	-1.736	-3.422	-3.823	-3.246	-2.682	-2.697	-4.521	-2.858	-3.662	-3.359	-3.708	-3.173	-2.793	-2.542
GPR171	2.816	3.904	2.273	1.728	1.324	2.690	2.806	2.619	2.826	2.364	3.066	2.947	3.864	4.348	0.489	3.811	2.537	3.082	3.129	3.569	2.933	3.646	2.689	4.336	3.705	4.661	3.678	1.969	3.281	3.139	2.100	2.811	4.653	3.904	4.128	6.443	0.191	1.193	0.672	2.831	-0.390	0.938	4.999	1.359	1.235	2.574	3.589	1.283	2.564
RUNX1T1	-0.583	2.921	2.764	2.267	1.062	3.364	2.878	-0.360	2.603	3.100	2.932	1.538	3.320	3.126	-0.654	2.967	3.080	0.397	1.543	1.808	-0.780	3.433	4.809	2.401	3.182	2.806	3.492	0.360	4.037	2.913	1.722	0.253	3.670	0.190	2.630	1.420	0.228	-1.576	1.020	2.776	-1.804	-0.452	1.690	-0.319	3.718	1.922	2.501	3.460	1.231
CCL5	2.838	3.155	3.063	3.171	1.878	2.923	4.225	4.757	2.492	2.294	3.258	4.284	2.609	3.244	1.097	3.642	3.585	2.559	2.694	2.974	4.022	3.979	3.104	4.875	3.588	4.419	2.933	2.462	3.011	3.903	3.088	4.315	3.355	4.047	4.178	6.532	0.901	1.317	0.646	3.988	1.263	2.241	5.423	2.322	1.303	2.707	2.546	2.355	4.631
FOXA3	-3.425	-3.253	-2.841	-2.862	-1.801	-4.372	-3.083	-3.075	-3.593	-2.837	-3.312	-3.195	-3.059	-3.329	-2.952	-3.478	-2.925	-3.168	-2.574	-2.512	-2.923	-3.051	-2.903	-3.234	-3.756	-2.561	-2.681	-1.860	-1.399	-3.153	-2.716	-2.882	-3.643	-3.198	-2.415	-2.918	-1.688	-2.770	-3.343	-3.188	-1.877	-1.308	-3.320	-1.770	-2.575	-0.930	-2.927	-2.923	-1.486
STX1A	-1.504	-1.517	-1.510	-1.227	-1.568	-1.533	-1.364	-1.553	-1.511	-1.609	-1.704	-1.204	-1.615	-1.602	-1.760	-1.689	-1.662	-1.586	-1.391	-1.519	-1.093	-1.284	-1.328	-1.840	-1.709	-1.848	-1.985	-1.442	-1.698	-1.594	-1.376	-1.554	-1.796	-1.735	-1.765	-0.867	-1.264	-1.788	-1.993	-1.379	-1.474	-1.651	-1.436	-1.502	-1.380	-1.397	-1.720	-1.432	-1.655
FLJ40243	0.151	0.373	0.200	0.132	0.257	-0.059	-0.258	-0.119	0.189	-0.013	0.151	0.237	0.032	0.004	0.141	0.373	0.578	-0.684	0.328	0.439	0.344	-1.122	0.005	-0.210	0.220	-0.955	0.285	0.256	-0.107	0.628	0.270	0.082	0.426	0.290	0.372	-0.768	0.230	-0.539	0.671	0.308	-0.654	0.453	0.277	-0.588	0.340	0.100	-0.305	0.080	1.383
SKAP2	1.498	1.594	1.394	1.905	1.105	1.360	1.168	1.794	1.599	0.897	1.521	2.127	1.719	1.575	-0.137	1.584	0.784	1.438	1.653	1.872	2.288	2.303	1.931	1.871	0.515	1.118	1.978	2.208	1.666	1.872	1.432	2.016	1.417	0.382	1.357	1.897	2.275	1.394	1.492	2.696	1.624	0.696	2.244	2.834	-0.008	1.857	1.305	0.996	1.433
PAGE5	-3.667	-3.779	-3.660	-3.209	-3.969	-3.404	-3.696	0.076	-3.378	-3.989	-4.050	-3.407	-3.676	-3.919	-3.910	-3.486	-2.523	-3.126	-3.719	-3.462	-2.856	-2.650	-3.910	-3.297	-2.872	-3.841	-3.598	-2.853	-3.763	-3.698	-2.741	-3.329	-4.163	-2.256	-3.599	-2.428	-3.256	-4.427	-4.221	-3.760	-1.501	-4.173	-3.361	-3.565	0.172	-3.699	-3.672	-3.299	-2.346
SUV39H2	-1.370	-1.744	-0.830	-1.421	-1.018	-1.407	-1.021	-1.315	-1.589	-1.567	-1.771	-1.510	-1.858	-1.717	-1.357	-1.956	-1.562	-1.927	-2.292	-1.812	-1.501	-1.447	-1.910	-1.859	-2.415	-1.868	-1.060	-1.317	-1.694	-1.832	-1.616	-1.149	-2.079	-1.929	-1.827	-1.357	-0.825	-1.480	-1.917	-1.565	-0.702	-0.292	-2.077	-0.770	-1.613	-1.183	-1.530	-1.697	-1.468
C20orf194	0.403	1.508	0.736	0.475	1.763	1.500	0.715	-0.418	1.468	1.167	1.429	0.895	1.613	1.598	0.818	0.999	1.601	1.026	1.775	1.368	0.534	0.918	1.792	1.194	1.992	1.680	1.520	1.370	1.630	1.619	0.781	0.429	1.824	0.802	1.405	0.900	1.154	0.193	1.570	0.981	-0.432	0.787	0.712	0.986	0.157	0.714	1.557	0.406	0.667
C9orf47	0.214	1.492	2.489	2.346	0.208	2.423	2.071	1.837	1.770	1.543	1.881	3.126	2.371	1.933	-0.096	1.342	2.761	5.670	1.968	1.555	2.792	2.099	3.011	0.735	1.470	2.757	3.074	2.735	3.010	2.675	0.491	3.035	2.845	3.579	2.002	8.207	5.455	3.885	1.081	2.508	7.325	4.861	6.314	3.830	5.716	0.415	1.282	1.753	4.119
SNRPA1	-1.671	-1.299	-0.969	-1.232	-1.818	-1.808	-0.968	-1.434	-1.633	-1.804	-1.653	-1.466	-1.398	-1.203	-1.409	-1.257	-1.731	-1.719	-1.751	-1.367	-0.429	-1.208	-1.287	-1.238	-1.229	-1.549	-1.414	-1.431	-1.485	-1.452	-1.418	-1.391	-1.542	-2.078	-1.445	-1.378	-2.237	-2.523	-2.236	-1.535	-2.360	-2.835	-1.026	-2.174	-1.929	-1.792	-1.585	-1.744	-1.703
NSMCE1	0.466	0.012	0.191	0.039	0.351	-0.303	0.227	0.577	0.059	0.105	0.146	0.116	-0.221	-0.007	-0.244	0.045	-0.018	0.343	-0.727	-0.215	0.477	-0.398	-0.179	-0.114	-0.018	-0.168	0.581	0.287	-0.263	0.220	0.736	0.143	-0.172	0.418	-0.385	-1.882	0.070	-0.109	0.369	-0.502	-1.314	0.841	-0.386	0.233	0.150	0.259	-0.118	-0.313	0.143
DENND1A	-0.584	-8.33333333333149e-05	0.067	-0.234	-0.015	-0.031	-0.556	-0.537	0.124	0.020	0.141	0.060	-0.217	0.213	-0.135	0.021	0.513	0.490	0.614	0.386	-0.375	-0.731	-0.186	0.302	-0.469	0.061	0.206	-0.767	-0.361	-0.491	-0.233	0.718	-0.085	-0.683	0.356	0.575	0.196	-0.000	0.501	0.086	-1.212	-0.602	-0.073	-0.965	0.210	-0.665	-0.110	-0.333	-0.004
TSC1	-0.520	0.479	-0.229	-0.363	-0.061	0.214	-0.362	-1.208	0.542	0.457	0.621	0.057	-0.026	0.771	0.664	0.362	0.493	0.400	0.528	0.444	-0.762	-0.352	0.654	0.385	0.496	0.563	0.445	-0.026	0.304	-0.096	-0.622	-0.668	0.687	-0.433	0.137	-0.031	-0.895	-0.132	0.428	0.154	-1.779	-1.324	0.410	-0.639	-0.434	-0.840	0.362	0.206	-0.249
C17orf77	0.273	0.124	0.638	0.232	0.385	0.460	0.712	0.653	0.252	0.468	0.167	-0.024	-0.026	0.220	0.836	0.622	0.704	0.576	0.544	0.272	0.163	0.274	0.304	-0.287	0.551	0.129	0.251	0.384	0.098	-0.179	0.284	0.297	0.221	0.736	-0.035	1.115	0.043	0.519	0.555	0.155	-0.071	0.719	-0.124	-0.048	0.891	0.356	0.210	-0.615	1.356
MXD1	-0.562	-0.192	0.153	-0.250	0.676	0.316	-0.208	0.331	0.675	0.263	0.293	0.351	1.094	0.824	-0.071	0.950	0.779	0.730	1.059	0.558	0.414	-0.092	0.672	0.713	0.977	0.971	-0.154	-0.283	0.420	0.093	0.075	0.731	0.081	-0.223	0.630	0.017	-0.550	1.345	0.726	0.346	-0.111	0.021	0.562	0.221	0.389	0.474	0.437	0.244	-0.049
ZNF354C	-0.095	-0.306	-0.347	-0.249	-0.679	-0.250	-0.287	-0.103	-0.122	-0.231	0.077	-0.138	-0.303	-0.224	-0.733	0.164	-0.121	-0.171	-0.390	0.092	-0.270	0.344	0.011	-0.133	-0.087	-0.069	-0.185	-0.393	-0.647	-0.169	-0.233	-0.061	-0.078	-0.222	-0.189	-1.075	-0.606	-0.091	-0.022	-0.207	0.993	-0.559	0.079	0.211	-0.100	-0.121	-0.352	-0.464	-0.261
KIAA1576	-6.240	-3.082	-5.446	-4.757	-5.341	-5.234	-4.537	-4.529	-6.450	-5.568	-4.548	-4.987	-3.809	-5.627	0.527	-2.848	-3.816	-4.930	0.659	-3.125	-6.452	-4.751	-3.162	-2.684	-2.434	-2.672	-3.669	-5.740	-2.135	-4.140	-2.934	-3.630	-4.222	-2.650	-3.563	-4.971	1.522	-0.620	-2.611	-5.251	-1.526	-3.699	-5.328	-5.388	-0.846	2.307	-4.436	-1.269	-3.940
RXFP2	0.185	0.033	-0.433	0.119	-0.285	0.117	0.397	-0.676	0.319	-0.178	0.128	0.472	-0.069	0.004	0.936	0.259	0.090	0.339	0.651	-0.056	0.405	0.790	0.428	-0.180	0.877	0.103	0.552	-0.759	0.812	-0.079	0.280	-0.041	0.292	0.579	0.149	2.381	0.579	0.758	0.622	0.474	0.776	0.852	0.187	-0.873	0.719	0.674	-0.465	-1.177	0.334
KLF12	-0.459	0.767	0.078	-0.156	-0.368	0.839	-0.466	-1.281	1.078	0.811	0.515	0.053	1.038	1.130	0.188	0.585	0.850	-0.054	-0.813	1.090	-1.394	-0.064	1.399	0.840	1.244	1.096	0.440	0.381	1.285	0.499	0.149	-0.292	1.515	-0.089	1.090	0.361	-0.422	-1.108	-1.081	0.671	-0.270	-0.009	0.660	0.158	-1.907	-0.741	1.213	-0.000	-0.164
CLEC14A	5.647	6.864	6.548	6.326	5.841	7.058	6.530	5.557	6.955	6.377	6.839	6.505	6.128	6.197	5.574	6.971	7.245	5.848	4.829	6.138	4.242	5.835	6.272	6.931	7.286	6.510	6.238	4.479	7.060	6.964	6.125	5.808	7.014	6.658	6.929	6.742	6.392	5.304	5.877	6.946	3.075	5.760	6.443	4.799	6.368	6.138	6.663	6.350	6.064
UBTD2	-0.031	0.809	0.268	0.043	0.281	0.617	0.438	-0.505	-0.020	0.634	0.000	0.120	0.029	0.335	0.513	0.326	0.216	0.309	-0.394	0.159	0.349	-0.017	-0.226	-0.184	0.394	0.390	0.992	0.052	0.180	0.474	-0.032	0.016	0.216	0.001	0.138	-1.273	-0.287	-0.229	-0.158	0.122	-1.342	0.060	-0.638	0.256	-0.324	0.465	0.322	-0.322	0.658
TM2D3	1.079	1.765	1.612	1.181	0.624	0.504	1.438	0.598	1.280	1.287	0.700	1.093	1.837	0.857	1.499	1.933	1.172	1.324	0.780	1.307	1.629	0.511	0.857	1.420	2.159	1.192	1.369	0.667	1.547	1.397	1.291	1.224	1.250	0.536	1.284	-1.118	0.979	0.716	1.082	1.119	-0.080	0.568	1.008	0.741	1.368	1.365	1.103	1.560	0.947
C6orf151	-0.960	-0.619	-0.629	-0.681	-0.560	-1.315	-1.283	-1.127	-0.378	-0.458	-0.593	-0.712	-0.803	-0.211	-0.563	-0.436	-0.477	-1.280	-1.306	-0.170	-1.183	-0.046	-0.357	-0.355	-0.711	-0.711	-0.932	-0.704	-0.379	-0.932	-1.002	-1.221	-0.618	-0.814	-0.554	-1.149	-0.400	-0.910	-1.718	-0.897	-0.477	-1.212	-0.754	-0.809	-1.149	-1.044	-0.709	-1.127	-0.961
ZNF273	-1.880	-1.733	-1.131	-1.452	-1.517	-1.419	-0.530	-1.304	-1.774	-1.383	-1.441	-1.588	-1.188	-1.393	-0.271	-1.526	-1.539	-1.714	-0.966	-1.331	-0.285	-0.971	-1.089	-1.399	-1.475	-1.873	-1.737	-0.582	-1.101	-1.544	-1.693	-1.411	-1.445	-1.506	-1.440	-2.199	-0.271	-0.275	-0.515	-1.716	-0.500	-0.488	-1.675	-1.066	-0.034	0.165	-0.972	0.403	-2.442
ZNF133	0.343	-0.182	-0.048	-0.081	0.168	0.397	-0.230	-0.868	0.203	0.453	0.499	0.370	0.190	0.724	-0.323	0.142	0.215	-0.102	-0.041	0.313	0.016	0.184	0.684	0.454	0.143	0.059	0.177	0.067	0.525	0.479	-0.089	-0.210	0.489	0.059	0.472	0.859	0.152	-0.278	-0.667	0.035	-0.780	0.128	-0.162	-0.295	-0.619	-0.308	0.690	-0.521	-0.105
SOX18	0.932	-0.189	0.404	0.877	0.288	0.719	1.104	1.494	0.405	-0.013	0.638	1.069	0.192	0.384	0.293	0.691	0.833	0.435	0.169	0.112	0.592	1.077	1.240	0.693	0.381	0.513	-0.770	0.792	0.555	1.140	0.596	0.992	0.430	0.278	1.204	0.294	1.490	0.907	0.904	1.232	1.426	1.365	1.027	1.306	1.111	0.722	0.041	1.115	-0.626
RP11-50D16.3	1.060	0.904	1.257	1.104	0.954	1.425	0.891	0.954	1.203	1.430	1.348	1.396	1.436	1.230	1.060	1.225	1.115	1.064	0.761	1.385	1.491	0.983	1.006	1.353	1.517	0.966	0.663	1.509	1.301	1.107	0.970	1.808	1.376	1.434	1.126	-0.309	0.310	-0.334	0.496	0.927	-0.968	1.590	1.056	0.889	0.890	0.036	1.111	0.901	0.523
ZNF174	0.275	0.202	-0.003	0.254	0.425	0.114	0.217	0.491	0.162	0.162	0.259	0.290	0.159	0.172	0.599	-0.095	0.345	0.063	-0.841	0.287	0.432	0.244	0.267	0.295	0.545	0.099	0.505	-0.069	0.091	0.882	0.585	0.486	0.420	0.231	0.391	-1.442	-0.221	-1.100	-0.443	-0.113	-0.487	0.547	-0.078	-0.046	-0.373	-0.506	0.308	-0.051	0.105
TIE1	1.181	1.943	0.968	1.313	1.014	2.270	1.169	-0.138	1.570	1.820	1.832	0.971	1.615	1.587	-0.292	2.141	1.419	1.016	0.348	0.829	-0.246	1.409	2.504	1.862	1.318	1.409	1.697	-0.955	1.821	2.531	1.161	0.458	2.110	0.446	1.107	0.718	0.221	-0.028	1.006	1.494	-0.978	0.263	0.607	-1.000	0.610	-0.099	1.306	0.988	1.387
HSPA2	0.154	0.026	2.264	0.501	3.029	2.175	1.340	0.997	-0.532	0.626	1.928	0.413	0.268	-0.432	0.394	0.764	0.246	1.180	3.333	1.511	2.643	1.632	0.061	0.958	0.413	-0.383	0.948	0.206	1.950	0.828	1.142	2.013	0.948	1.431	0.181	1.650	0.124	2.988	3.382	0.960	3.042	3.958	-0.427	2.401	3.520	2.998	1.778	1.245	-0.189
ROBO3	-0.778	-0.067	-0.407	0.395	-0.523	-0.047	-0.301	0.753	-0.849	-0.560	0.781	-0.452	-0.391	-0.004	-0.357	-0.505	-0.320	0.655	-1.008	-0.372	0.013	0.374	0.054	0.213	-0.176	-0.623	-0.599	-0.936	-0.171	-0.178	0.136	-0.243	-0.335	-0.007	-0.416	1.438	-0.797	-0.899	-1.674	-0.900	-0.541	-0.999	-0.426	-0.984	-0.142	-1.111	-0.415	-0.156	-0.775
IL12A	0.038	0.167	-0.530	0.097	-0.461	-0.311	-0.380	-0.860	-0.355	-0.441	-0.579	-0.327	-0.071	-0.291	-0.839	0.077	0.132	-0.892	-0.414	-0.346	-0.290	-0.056	-0.425	-0.020	-0.441	0.388	-0.371	-1.355	-0.130	0.212	-0.336	-0.487	-0.348	-0.382	-0.576	-0.141	-0.405	-1.135	-1.020	-0.261	0.176	-0.838	0.188	-0.577	-0.773	-0.907	-0.677	-1.356	0.850
DKKL1	-1.089	-0.570	-0.954	-0.578	-1.088	-1.305	-0.847	0.336	-0.781	-1.521	-1.178	-1.093	-1.171	-0.733	-0.159	-2.325	-0.628	-0.788	-0.674	-0.665	-0.046	-1.361	-1.238	-1.655	-1.302	-1.081	-0.974	-0.666	-0.626	-0.651	-0.792	-1.145	-0.941	-1.030	-0.575	-0.059	0.535	-0.878	-0.813	-0.628	1.038	0.362	-1.166	-0.045	-0.549	-0.016	-1.864	-0.452	0.903
RNF31	-0.956	-0.172	-0.340	-0.758	-0.580	-0.224	-0.616	-1.070	-0.433	-0.462	-0.235	-0.605	0.130	-0.015	0.253	-0.132	-0.361	-1.044	0.228	-0.348	-0.566	-0.707	-0.350	-0.738	-0.005	-0.196	-0.360	-0.704	-0.432	-0.242	-0.716	-0.727	-0.267	-1.067	-0.406	0.244	-1.099	-0.100	0.071	-0.223	0.215	-0.982	-0.559	-0.364	0.214	-0.316	-0.828	0.101	0.016
C20orf114	-0.013	-0.128	-0.242	-0.037	-0.563	-0.300	-0.022	-0.431	-0.082	-0.217	-0.075	-0.582	-0.466	-0.154	0.108	-0.525	-0.119	0.040	1.747	0.191	0.476	-0.759	-1.104	-0.106	-0.948	-0.261	-0.207	-0.628	-0.422	-0.386	0.314	0.017	-0.304	-0.128	0.323	-1.161	-0.223	0.096	-0.021	-0.016	0.472	0.102	-0.591	-1.088	-0.047	0.006	-0.085	-0.215	-0.691
TNFRSF19	-0.464	-0.277	-1.423	-0.161	-0.844	-1.332	0.250	-0.470	-0.340	-0.278	-0.798	0.188	-0.097	-0.660	-4.124	-0.121	0.431	-0.520	-2.618	-0.325	-2.405	-0.413	-0.861	0.052	0.511	0.084	-0.312	1.432	-0.236	-0.152	-0.142	-1.224	-0.505	-0.261	0.098	-1.858	-3.422	-3.253	-4.149	0.084	-2.601	1.010	-0.178	0.256	-1.894	-3.644	0.168	-3.167	-0.487
SULT1E1	-0.270	0.172	-0.639	-0.212	-0.622	-0.812	-0.679	-0.247	-0.489	-0.514	-0.142	0.062	-0.892	-0.481	-1.538	-0.940	-0.004	-0.352	-0.214	0.787	-0.187	3.108	-0.227	-1.509	-0.861	0.104	1.044	-0.026	0.573	0.857	-0.302	-0.893	-0.596	-0.593	0.678	0.677	-0.180	0.172	-0.812	0.102	1.752	-0.233	-0.092	-0.402	0.347	-0.268	-0.343	0.323	-0.435
IL4	-0.852	-1.042	-0.924	-0.462	-0.954	-0.951	-0.926	-0.829	-0.524	-0.905	-1.025	-1.097	-1.257	-1.259	-0.831	-0.482	-0.717	-0.889	-1.115	-0.872	-0.923	-1.170	-0.959	-0.826	-1.101	-1.180	-1.365	-0.951	-0.929	-0.761	-1.230	-1.189	-1.276	-1.061	-1.299	-0.821	-0.858	-0.578	-0.859	-0.810	-1.557	-0.799	-0.764	-0.116	-0.377	-0.906	-0.435	-0.983	-1.231
ATP6V0E2	0.450	-1.218	-1.375	-0.933	0.935	-0.001	0.684	0.862	-1.143	-0.283	-0.669	0.782	-1.542	-1.273	0.057	-1.957	-1.267	0.705	0.822	-1.562	-0.509	-0.215	-0.591	-1.211	-1.199	-0.950	-0.125	-0.265	-1.213	-0.552	-0.142	-0.338	-1.277	-0.914	-1.620	-0.594	1.121	1.582	0.628	0.071	0.486	2.110	-1.590	0.636	2.045	1.374	-1.297	1.018	-0.285
TAF3	0.193	0.373	0.204	-0.212	-0.172	0.993	0.451	-0.007	0.825	0.480	0.914	0.487	0.533	0.754	-0.341	0.924	0.836	-0.146	-0.037	0.547	-0.144	1.199	1.350	0.892	0.699	0.801	0.640	0.043	0.875	0.719	0.271	0.136	1.002	0.375	1.369	1.413	0.579	-0.429	-0.362	0.553	-1.163	0.181	0.788	0.266	-0.458	0.317	0.753	-0.045	-0.105
RG9MTD3	-0.611	-0.781	-0.806	-0.930	-0.684	-0.606	-0.921	-1.102	-0.087	-0.632	0.221	0.050	-1.050	-0.117	0.492	-0.686	-0.200	-0.481	-0.928	-0.285	-1.180	-0.668	0.031	0.454	-0.447	-0.148	-0.354	-0.015	0.038	-0.706	-1.300	-0.282	0.185	-0.807	0.044	-0.044	0.052	-1.089	-0.413	-0.766	-1.283	-1.601	-0.463	-0.495	-0.751	-1.951	-0.272	0.029	-0.766
ZDHHC5	0.455	1.016	0.613	0.584	0.619	0.020	0.785	0.447	0.558	0.624	0.021	0.327	0.836	0.312	0.591	0.566	0.439	0.625	0.856	0.559	-0.300	0.483	0.174	0.150	0.258	0.530	0.827	0.683	0.546	0.484	0.827	0.722	0.377	0.235	0.371	2.009	-0.167	1.053	0.840	0.984	0.352	-0.035	0.637	-0.135	-0.182	0.465	0.502	0.353	1.031
MLL4	-1.125	-0.372	-1.178	-0.785	-0.468	-0.652	-1.142	-1.704	-0.779	-0.594	-0.829	-0.804	-0.173	-0.543	-0.949	-0.851	-1.213	-0.801	-0.298	-0.878	-1.019	-1.153	-0.708	-1.054	-1.033	-1.063	-0.555	-1.127	-1.042	-0.325	-0.684	-1.230	-0.824	-1.465	-1.181	-0.728	-1.867	-1.623	-0.859	-0.874	-2.501	-2.744	-1.810	-2.366	-1.960	-2.119	-1.111	-0.981	-0.964
SGOL1	-2.061	-2.093	-1.506	-1.762	-2.172	-3.178	-2.305	-1.616	-2.334	-1.983	-2.041	-2.315	-1.988	-1.824	-1.944	-2.294	-1.853	-2.281	-1.962	-1.530	-1.313	-1.964	-2.794	-2.540	-2.907	-2.325	-2.937	-2.583	-1.973	-2.298	-1.482	-1.798	-3.199	-2.189	-2.507	-1.611	-2.328	-1.774	-1.789	-2.349	-1.195	-1.941	-2.270	-2.009	-1.885	-2.240	-2.053	-2.595	-1.115
NES	-2.090	-1.471	-2.418	-2.393	-2.182	-1.601	-1.980	-3.004	-1.821	-1.313	-1.492	-2.829	-0.978	-1.502	-2.980	-1.826	-2.181	-2.626	-2.492	-1.985	-3.565	-1.327	-0.461	-1.520	-2.412	-1.560	-1.101	-3.164	-1.744	-0.804	-1.571	-3.114	-1.611	-2.950	-2.221	-1.833	-2.715	-3.220	-3.110	-1.433	-2.353	-3.525	-2.602	-3.058	-3.108	-2.836	-1.423	-2.712	-1.328
